TRAIN_CODE,STATION_CODE,SCHEDULE_ARRIVAL_TIME,SCHEDULE_DEPARTURE_TIME,API_ARRIVAL_TIME,API_DEPARTURE_TIME,TIME_MATCH
45UP,MUL,04:15:00,04:40:00,04:15:00,04:40:00,YES
45UP,KWL,05:20:00,05:25:00,05:20:00,05:25:00,YES
45UP,ABK,05:52:00,05:54:00,05:52:00,05:54:00,YES
45UP,SKO,06:30:00,06:35:00,06:30:00,06:35:00,YES
45UP,TTSG,07:00:00,07:02:00,07:00:00,07:02:00,YES
45UP,GJA,07:24:00,07:26:00,07:24:00,07:26:00,YES
45UP,FSLD,08:30:00,09:00:00,08:30:00,09:00:00,YES
45UP,CKJ,09:43:00,09:45:00,09:43:00,09:45:00,YES
45UP,SLL,10:11:00,10:13:00,10:11:00,10:13:00,YES
45UP,SKE,10:41:00,10:43:00,10:41:00,10:43:00,YES
45UP,HFD,11:30:00,11:35:00,11:30:00,11:35:00,YES
45UP,ACHH,12:00:00,12:02:00,12:00:00,12:02:00,YES
45UP,WZD,12:50:00,12:55:00,12:50:00,12:55:00,YES
45UP,GRT,13:15:00,13:17:00,13:15:00,13:17:00,YES
45UP,LLM,13:40:00,13:42:00,13:40:00,13:42:00,YES
45UP,JMR,14:14:00,14:16:00,14:14:00,14:16:00,YES
45UP,DIN,14:32:00,14:34:00,14:32:00,14:34:00,YES
45UP,GKN,15:25:00,15:27:00,15:25:00,15:27:00,YES
45UP,CKL,16:32:00,16:34:00,16:32:00,16:34:00,YES
45UP,RWP,16:45:00,,16:45:00,,YES
46DN,RWP,,06:00:00,,06:00:00,YES
46DN,GKN,06:48:00,06:50:00,06:48:00,06:50:00,YES
46DN,DIN,07:41:00,07:43:00,07:41:00,07:43:00,YES
46DN,JMR,08:00:00,08:02:00,08:00:00,08:02:00,YES
46DN,LLM,08:45:00,08:47:00,08:45:00,08:47:00,YES
46DN,GRT,09:18:00,09:20:00,09:18:00,09:20:00,YES
46DN,WZD,09:40:00,09:45:00,09:40:00,09:45:00,YES
46DN,ACHH,10:25:00,10:27:00,10:25:00,10:27:00,YES
46DN,HFD,10:50:00,10:55:00,10:50:00,10:55:00,YES
46DN,SKE,11:29:00,11:31:00,11:29:00,11:31:00,YES
46DN,SLL,12:00:00,12:02:00,12:00:00,12:02:00,YES
46DN,CKJ,12:33:00,12:35:00,12:33:00,12:35:00,YES
46DN,FSLD,13:15:00,13:45:00,13:15:00,13:45:00,YES
46DN,GJA,14:24:00,14:26:00,14:24:00,14:26:00,YES
46DN,TTSG,14:58:00,15:00:00,14:58:00,15:00:00,YES
46DN,SKO,15:40:00,15:45:00,15:40:00,15:45:00,YES
46DN,ABK,16:09:00,16:11:00,16:09:00,16:11:00,YES
46DN,KWL,16:50:00,16:55:00,16:50:00,16:55:00,YES
46DN,MUL,17:30:00,17:55:00,17:30:00,17:55:00,YES
46DN,LON,18:55:00,18:57:00,18:55:00,18:57:00,YES
46DN,BWPR,19:15:00,19:20:00,19:15:00,19:20:00,YES
46DN,KPR,21:00:00,21:05:00,21:00:00,21:05:00,YES
46DN,RYK,21:37:00,21:39:00,21:37:00,21:39:00,YES
46DN,SDK,22:00:00,22:02:00,22:00:00,22:02:00,YES
46DN,GHK,23:05:00,23:07:00,23:05:00,23:07:00,YES
46DN,ROH,00:15:00,00:40:00,00:15:00,00:40:00,YES
46DN,PDN,02:06:00,02:08:00,02:06:00,02:08:00,YES
46DN,TDM,04:28:00,04:30:00,04:28:00,04:30:00,YES
46DN,HDR,05:15:00,05:20:00,05:15:00,05:20:00,YES
46DN,LND,07:12:00,07:14:00,07:12:00,07:14:00,YES
46DN,DID,07:45:00,07:47:00,07:45:00,07:47:00,YES
46DN,KCT,08:15:00,,08:15:00,,YES
47UP,KCT,,12:00:00,,12:00:00,YES
47UP,DID,12:20:00,12:22:00,12:20:00,12:22:00,YES
47UP,LND,12:42:00,12:44:00,12:42:00,12:44:00,YES
47UP,HDR,14:45:00,14:50:00,14:45:00,14:50:00,YES
47UP,TDM,15:54:00,15:56:00,15:44:00,15:56:00,YES
47UP,NWS,16:32:00,16:34:00,16:32:00,16:34:00,YES
47UP,DOU,16:57:00,16:59:00,,,NO
47UP,BHE,17:02:00,17:04:00,17:02:00,17:04:00,YES
47UP,BRO,17:28:00,17:30:00,17:28:00,17:30:00,YES
47UP,MHR,17:51:00,17:53:00,17:51:00,17:53:00,YES
47UP,STJ,18:06:00,18:08:00,18:06:00,18:08:00,YES
47UP,ROH,19:30:00,19:55:00,19:30:00,19:55:00,YES
47UP,PNL,20:23:00,20:25:00,20:23:00,20:25:00,YES
47UP,GHK,20:42:00,20:44:00,20:42:00,20:44:00,YES
47UP,MRP,21:03:00,21:05:00,21:03:00,21:05:00,YES
47UP,RYK,22:05:00,22:07:00,22:05:00,22:07:00,YES
47UP,KPR,23:00:00,23:02:00,23:00:00,23:02:00,YES
47UP,LQP,23:35:00,23:37:00,23:35:00,23:37:00,YES
47UP,SMA,00:31:00,00:33:00,00:31:00,00:33:00,YES
47UP,BWPR,00:45:00,00:50:00,00:45:00,00:50:00,YES
47UP,MUL,02:05:00,02:25:00,02:05:00,02:25:00,YES
47UP,KWL,03:05:00,03:07:00,03:05:00,03:07:00,YES
47UP,TTSG,04:23:00,04:25:00,04:23:00,04:25:00,YES
47UP,FSLD,05:45:00,06:15:00,05:45:00,06:15:00,YES
47UP,SLL,07:10:00,07:12:00,07:10:00,07:12:00,YES
47UP,HFD,08:10:00,08:12:00,08:10:00,08:12:00,YES
47UP,ACHH,08:38:00,08:40:00,08:38:00,08:40:00,YES
47UP,WZD,09:40:00,09:42:00,09:40:00,09:42:00,YES
47UP,LLM,10:15:00,10:17:00,10:15:00,10:17:00,YES
47UP,JMR,11:00:00,11:02:00,11:00:00,11:02:00,YES
47UP,RWP,13:10:00,13:30:00,13:10:00,13:30:00,YES
47UP,ATCY,15:00:00,15:04:00,15:00:00,15:04:00,YES
47UP,JHR,15:40:00,15:44:00,15:40:00,15:44:00,YES
47UP,NSR,16:00:00,16:04:00,16:00:00,16:04:00,YES
47UP,PSH,16:44:00,16:45:00,16:44:00,16:45:00,YES
47UP,PSC,17:00:00,,17:00:00,,YES
48DN,PSC,,11:00:00,,11:00:00,YES
48DN,PSH,11:09:00,11:10:00,11:09:00,11:10:00,YES
48DN,NSR,11:42:00,11:44:00,11:40:00,11:44:00,YES
48DN,JHR,12:01:00,12:05:00,12:01:00,12:05:00,YES
48DN,ATCY,12:42:00,12:46:00,12:42:00,12:46:00,YES
48DN,RWP,14:20:00,14:40:00,14:20:00,14:40:00,YES
48DN,JMR,16:31:00,16:33:00,16:31:00,16:33:00,YES
48DN,LLM,17:23:00,17:25:00,17:23:00,17:25:00,YES
48DN,WZD,17:55:00,17:57:00,17:55:00,17:57:00,YES
48DN,ACHH,18:38:00,18:40:00,18:38:00,18:40:00,YES
48DN,HFD,19:04:00,19:06:00,19:04:00,19:06:00,YES
48DN,SLL,20:14:00,20:16:00,20:14:00,20:16:00,YES
48DN,FSLD,21:10:00,21:40:00,21:10:00,21:40:00,YES
48DN,TTSG,22:51:00,22:53:00,22:51:00,22:53:00,YES
48DN,KWL,00:27:00,00:29:00,00:27:00,00:29:00,YES
48DN,MUL,01:05:00,01:25:00,01:05:00,01:25:00,YES
48DN,BWPR,02:40:00,02:45:00,02:40:00,02:45:00,YES
48DN,SMA,02:54:00,02:56:00,02:54:00,02:56:00,YES
48DN,LQP,03:46:00,03:48:00,03:46:00,03:48:00,YES
48DN,KPR,04:30:00,04:32:00,04:30:00,04:32:00,YES
48DN,RYK,05:00:00,05:02:00,05:00:00,05:02:00,YES
48DN,MRP,06:01:00,06:03:00,06:01:00,06:03:00,YES
48DN,GHK,06:18:00,06:20:00,06:18:00,06:20:00,YES
48DN,PNL,06:39:00,06:41:00,06:39:00,06:41:00,YES
48DN,ROH,07:30:00,07:55:00,07:30:00,07:55:00,YES
48DN,STJ,08:47:00,08:49:00,08:47:00,08:49:00,YES
48DN,MHR,09:02:00,09:04:00,09:02:00,09:04:00,YES
48DN,BRO,09:25:00,09:27:00,09:25:00,09:27:00,YES
48DN,BHE,10:00:00,10:02:00,10:00:00,10:02:00,YES
48DN,DOU,10:43:00,10:45:00,,,NO
48DN,NWS,10:50:00,10:52:00,10:50:00,10:52:00,YES
48DN,TDM,12:05:00,12:07:00,12:05:00,12:07:00,YES
48DN,HDR,12:50:00,12:55:00,12:50:00,12:55:00,YES
48DN,LND,14:45:00,14:47:00,14:45:00,14:47:00,YES
48DN,DID,15:15:00,15:17:00,15:15:00,15:17:00,YES
48DN,KCT,15:45:00,,15:45:00,,YES
101UP,LHR,,07:00,,07:00:00,YES
101UP,GRW,07:55:00,07:57:00,07:55:00,07:57:00,YES
101UP,WZD,08:25:00,08:27:00,08:25:00,08:27:00,YES
101UP,GRT,08:43:00,08:45:00,08:43:00,08:45:00,YES
101UP,LLM,09:08:00,09:10:00,09:08:00,09:10:00,YES
101UP,JMR,09:42:00,09:44:00,09:42:00,09:44:00,YES
101UP,GKN,10:52:00,10:54:00,10:52:00,10:54:00,YES
101UP,CKL,11:34:00,11:36:00,11:34:00,11:36:00,YES
101UP,RWP,11:45:00,11:45:00,11:45:00,,YES
102DN,RWP,,07:00:00,,07:00:00,YES
102DN,CKL,07:08:00,07:10:00,07:08:00,07:10:00,YES
102DN,JMR,08:56:00,08:58:00,08:56:00,08:58:00,YES
102DN,LLM,09:46:00,09:48:00,09:46:00,09:48:00,YES
102DN,GRT,10:14:00,10:16:00,10:14:00,10:16:00,YES
102DN,WZD,10:32:00,10:34:00,10:32:00,10:34:00,YES
102DN,GRW,10:58:00,11:00:00,10:58:00,11:00:00,YES
102DN,LHR,11:55:00,11:55:00,11:55:00,,YES
103UP,LHR,,16:30:00,,16:30:00,YES
103UP,GRW,17:28:00,17:30:00,17:28:00,17:30:00,YES
103UP,WZD,17:56:00,17:58:00,17:56:00,17:58:00,YES
103UP,GRT,18:13:00,18:15:00,18:13:00,18:15:00,YES
103UP,LLM,18:45:00,18:47:00,18:45:00,18:47:00,YES
103UP,JMR,19:33:00,19:35:00,19:33:00,19:35:00,YES
103UP,CKL,21:28:00,21:30:00,21:28:00,21:30:00,YES
103UP,RWP,21:40:00,21:40:00,21:40:00,,YES
104DN,RWP,,16:30:00,,16:30:00,YES
104DN,CKL,16:38:00,16:40:00,16:38:00,16:40:00,YES
104DN,GKN,17:20:00,17:22:00,17:20:00,17:22:00,YES
104DN,JMR,18:33:00,18:35:00,18:33:00,18:35:00,YES
104DN,LLM,19:13:00,19:15:00,19:13:00,19:15:00,YES
104DN,GRT,19:33:00,19:39:00,19:33:00,19:35:00,NO
104DN,WZD,19:55:00,19:57:00,19:55:00,19:57:00,YES
104DN,GRW,20:22:00,20:24:00,20:22:00,20:24:00,YES
104DN,LHR,21:25:00,21:25:00,21:25:00,,YES
105UP,LHR,,00:30:00,,00:30:00,YES
105UP,CKL,04:32:00,04:34:00,04:32:00,04:34:00,YES
105UP,RWP,04:45:00,04:45:00,04:45:00,,YES
106DN,RWP,,00:30,,00:30:00,YES
106DN,LHR,04:40:00,04:40:00,04:40:00,,YES
107UP,LHR,,18:00,,18:00:00,YES
107UP,CKL,22:05:00,22:07:00,22:05:00,22:07:00,YES
107UP,RWP,22:15:00,22:15:00,22:15:00,,YES
108DN,MGLA,,17:15,,17:15:00,YES
108DN,RWP,17:40,18:00,17:40:00,18:00:00,YES
108DN,CKL,18:08,18:10,18:08:00,18:10:00,YES
108DN,LHR,22:15:00,22:15:00,22:15:00,,YES
111UP,FSLD,,05:45,,05:45:00,YES
111UP,CKJ,06:09:00,06:10:00,06:09:00,06:10:00,YES
111UP,SLL,06:31:00,06:33:00,06:31:00,06:33:00,YES
111UP,SFRD,06:53:00,06:55:00,06:53:00,06:55:00,YES
111UP,BKZ,07:06:00,07:07:00,07:06:00,07:07:00,YES
111UP,FRQD,07:24:00,07:25:00,07:24:00,07:25:00,YES
111UP,QSP,07:43:00,07:49:00,07:43:00,07:49:00,YES
111UP,LHR,08:45:00,08:45:00,08:45:00,,YES
112DN,LHR,,09:30,,09:30:00,YES
112DN,QSP,10:08:00,10:10:00,10:08:00,10:10:00,YES
112DN,FRQD,10:25:00,10:26:00,10:25:00,10:26:00,YES
112DN,BKZ,10:40:00,10:41:00,10:40:00,10:41:00,YES
112DN,SFRD,10:53:00,10:55:00,10:53:00,10:55:00,YES
112DN,SLL,11:16:00,11:18:00,11:16:00,11:18:00,YES
112DN,CKJ,11:49:00,11:50:00,11:49:00,11:50:00,YES
112DN,FSLD,12:20:00,12:20:00,12:20:00,,YES
113UP,FSLD,,15:30,,15:30:00,YES
113UP,CKJ,15:49:00,15:51:00,15:49:00,15:51:00,YES
113UP,SLL,16:10:00,16:16:00,16:10:00,16:16:00,YES
113UP,SFRD,16:37:00,16:39:00,16:37:00,16:39:00,YES
113UP,FRQD,16:58:00,16:59:00,16:58:00,16:59:00,YES
113UP,QSP,17:18:00,17:20:00,17:18:00,17:20:00,YES
113UP,LHR,18:10:00,18:10:00,18:10:00,,YES
114DN,LHR,,19:00:00,,19:00:00,YES
114DN,QSP,19:40:00,19:42:00,19:40:00,19:42:00,YES
114DN,FRQD,19:56:00,19:57:00,19:56:00,19:57:00,YES
114DN,SFRD,20:20:00,20:22:00,20:20:00,20:22:00,YES
114DN,SLL,20:43:00,20:45:00,20:43:00,20:45:00,YES
114DN,CKJ,21:16:00,21:18:00,21:16:00,21:18:00,YES
114DN,FSLD,21:45:00,21:45:00,21:45:00,,YES
115UP,MUL,,16:00,,16:00:00,YES
115UP,KWL,16:40,16:45,16:40:00,16:45:00,YES
115UP,MYH,17:17,17:19,17:17:00,17:19:00,YES
115UP,CCE,17:45,17:47,17:45:00,17:47:00,YES
115UP,SWAL,18:18,18:20,18:18:00,18:20:00,YES
115UP,OKR,18:52,18:54,18:52:00,18:54:00,YES
115UP,PTO,19:28,19:30,19:28:00,19:30:00,YES
115UP,RND,20:00:00,20:02:00,20:01:00,20:03:00,NO
115UP,LKP,20:28:00,20:30:00,20:27:00,20:29:00,NO
115UP,LHR,21:00,21:00:00,21:00:00,,YES
116DN,LHR,,00:30,,00:30:00,YES
116DN,RND,01:05:00,01:07:00,01:04:00,01:06:00,NO
116DN,OKR,02:10:00,02:12:00,02:09:00,02:11:00,NO
116DN,SWAL,02:48:00,02:50:00,02:48:00,02:50:00,YES
116DN,KWL,04:15:00,04:20,04:15:00,04:20:00,YES
116DN,MUL,05:00,05:00:00,05:00:00,,YES
121UP,SKO,,02:30:00,,02:30:00,YES
121UP,PMX,02:59:00,03:01:00,02:59:00,03:01:00,YES
121UP,KZM,03:22:00,03:24:00,03:22:00,03:24:00,YES
121UP,MMX,03:44:00,03:46:00,03:44:00,03:46:00,YES
121UP,KJX,04:05:00,04:07:00,04:05:00,04:07:00,YES
121UP,TLW,04:38:00,04:40:00,04:38:00,04:40:00,YES
121UP,RRLN,05:19:00,05:21:00,05:19:00,05:21:00,YES
121UP,JNW,05:48:00,05:50:00,05:48:00,05:50:00,YES
121UP,MBDN,06:19:00,06:21:00,,,NO
121UP,NNS,06:48:00,06:50:00,06:48:00,06:50:00,YES
121UP,WRN,07:09:00,07:11:00,07:09:00,07:11:00,YES
121UP,QSP,07:58:00,08:00:00,07:58:00,08:00:00,YES
121UP,CCM,08:10:00,08:11:00,08:10:00,08:11:00,YES
121UP,SDR,08:40:00,08:42:00,08:40:00,08:42:00,YES
121UP,LHR,09:00:00,09:00:00,09:00:00,,YES
122DN,LHR,,14:15:00,,14:15:00,YES
122DN,SDR,14:28:00,14:30:00,14:28:00,14:30:00,YES
122DN,CCM,15:02:00,15:03:00,15:02:00,15:03:00,YES
122DN,QSP,15:18:00,15:20:00,15:18:00,15:20:00,YES
122DN,WRN,16:00:00,16:02:00,16:00:00,16:02:00,YES
122DN,NNS,16:17:00,16:19:00,16:17:00,16:19:00,YES
122DN,MBDN,16:46:00,16:48:00,,,NO
122DN,JNW,17:20:00,17:22:00,17:20:00,17:22:00,YES
122DN,RRLN,17:49:00,17:51:00,17:49:00,17:51:00,YES
122DN,TLW,18:30:00,18:32:00,18:30:00,18:32:00,YES
122DN,KJX,19:03:00,19:05:00,19:03:00,19:05:00,YES
122DN,MMX,19:24:00,19:26:00,19:24:00,19:26:00,YES
122DN,KZM,19:48:00,19:50:00,19:48:00,19:50:00,YES
122DN,PMX,20:16:00,20:18:00,20:16:00,20:18:00,YES
122DN,SKO,20:55:00,20:55:00,20:55:00,,YES
129UP,MUL,,07:15:00,,07:15:00,YES
129UP,MZG,07:50:00,07:54:00,07:50:00,07:54:00,YES
129UP,GUI,08:33:00,08:34:00,08:33:00,08:34:00,YES
129UP,SNW,08:47:00,08:48:00,08:47:00,08:48:00,YES
129UP,LAH,10:10:00,10:15:00,10:10:00,10:15:00,YES
129UP,DTA,10:29:00,10:30:00,10:29:00,10:30:00,YES
129UP,KOR,10:44:00,10:46:00,10:44:00,10:46:00,YES
129UP,BEL,11:05:00,11:06:00,11:05:00,11:06:00,YES
129UP,BHKR,11:32:00,11:34:00,11:32:00,11:34:00,YES
129UP,PPL,14:04:00,14:06:00,14:04:00,14:06:00,YES
129UP,AWI,14:29:00,14:31:00,14:29:00,14:31:00,YES
129UP,KDA,15:00:00,15:20:00,15:00:00,15:20:00,YES
129UP,PIK,16:09:00,16:10:00,16:09:00,16:10:00,YES
129UP,DKL,16:29:00,16:30:00,16:29:00,16:30:00,YES
129UP,IJA,17:48:00,17:49:00,17:48:00,17:49:00,YES
129UP,CBB,18:33:00,18:34:00,18:33:00,18:34:00,YES
129UP,JHMT,18:44:00,18:45:00,18:44:00,18:45:00,YES
129UP,JAD,19:10:00,19:12:00,19:10:00,19:12:00,YES
129UP,DGH,19:20:00,19:30:00,,,NO
129UP,NML,19:45:00,19:55:00,19:45:00,19:46:00,NO
129UP,DOME,20:07:00,20:08:00,20:07:00,20:08:00,YES
129UP,ATCY,21:10:00,21:15:00,21:10:00,21:15:00,YES
129UP,FQB,21:30:00,21:31:00,21:30:00,21:31:00,YES
129UP,HSN,21:52:00,21:54:00,21:52:00,21:54:00,YES
129UP,WAH,21:59:00,22:00:00,21:59:00,22:00:00,YES
129UP,TXLC,22:15:00,22:17:00,22:15:00,22:17:00,YES
129UP,GLRS,22:36:00,22:38:00,22:36:00,22:38:00,YES
129UP,RWP,23:00:00,23:00:00,23:00:00,,YES
130DN,RWP,,07:00:00,,07:00:00,YES
130DN,GLRS,07:22:00,07:24:00,07:22:00,07:24:00,YES
130DN,TXLC,07:44:00,07:46:00,07:44:00,07:46:00,YES
130DN,WAH,08:03:00,08:04:00,08:03:00,08:04:00,YES
130DN,HSN,08:12:00,08:14:00,08:12:00,08:14:00,YES
130DN,FQB,08:33:00,08:34:00,08:33:00,08:34:00,YES
130DN,ATCY,09:05:00,09:10:00,09:05:00,09:10:00,YES
130DN,DOME,10:06:00,10:07:00,10:06:00,10:07:00,YES
130DN,NML,10:21:00,10:22:00,10:21:00,10:22:00,YES
130DN,JAD,10:48:00,10:50:00,10:48:00,10:50:00,YES
130DN,JHMT,11:18:00,11:19:00,11:18:00,11:19:00,YES
130DN,CBB,11:31:00,11:32:00,11:31:00,11:32:00,YES
130DN,IJA,12:03:00,12:04:00,12:03:00,12:04:00,YES
130DN,DKL,13:23:00,13:24:00,13:23:00,13:24:00,YES
130DN,KDA,15:00:00,15:20:00,15:00:00,15:20:00,YES
130DN,AWI,15:47:00,15:49:00,15:47:00,15:49:00,YES
130DN,PPL,16:07:00,16:09:00,16:08:00,16:10:00,NO
130DN,BHKR,18:20:00,18:22:00,18:20:00,18:22:00,YES
130DN,BEL,18:48:00,18:49:00,18:48:00,18:49:00,YES
130DN,KOR,19:08:00,19:10:00,19:08:00,19:10:00,YES
130DN,DTA,19:24:00,19:25:00,19:24:00,19:25:00,YES
130DN,LAH,19:40:00,19:45:00,19:40:00,19:45:00,YES
130DN,SNW,21:24:00,21:25:00,21:24:00,21:25:00,YES
130DN,GUI,21:33:00,21:34:00,21:33:00,21:34:00,YES
130DN,MZG,22:11:00,22:15:00,22:11:00,22:15:00,YES
130DN,MUL,22:55:00,22:55:00,22:55:00,,YES
145UP,KYC,,22:15:00,,22:15:00,YES
145UP,KCT,22:25:00,22:35:00,22:25:00,22:35:00,YES
145UP,DID,22:54:00,22:56:00,22:54:00,22:56:00,YES
145UP,LND,23:16:00,23:18:00,23:16:00,23:18:00,YES
145UP,KOT,01:05:00,01:20:00,01:05:00,01:20:00,YES
145UP,HDR,01:37:00,01:45:00,01:38:00,01:46:00,NO
145UP,TDM,02:42:00,02:45:00,02:42:00,02:45:00,YES
145UP,SDU,03:02:00,03:04:00,03:02:00,03:04:00,YES
145UP,NWS,03:35:00,03:38:00,03:35:00,03:38:00,YES
145UP,KQO,04:14:00,04:16:00,04:14:00,04:16:00,YES
145UP,PDN,04:28:00,04:30:00,04:28:00,04:30:00,YES
145UP,BRO,04:43:00,04:45:00,04:43:00,04:45:00,YES
145UP,MHR,05:14:00,05:16:00,05:14:00,05:16:00,YES
145UP,STJ,05:34:00,05:36:00,05:34:00,05:36:00,YES
145UP,RAN,05:52:00,05:54:00,05:52:00,05:54:00,YES
145UP,GBT,06:10:00,06:12:00,06:10:00,06:12:00,YES
145UP,KHP,06:45:00,06:47:00,06:45:00,06:47:00,YES
145UP,ROH,07:30:00,07:50:00,07:30:00,07:50:00,YES
145UP,SUK,08:00:00,08:30:00,08:00:00,08:30:00,YES
145UP,SHP,09:20:00,09:25:00,09:20:00,09:25:00,YES
145UP,JCD,11:00:00,11:00:00,11:00:00,,YES
146DN,JCD,,17:30:00,,17:30:00,YES
146DN,SHP,18:40:00,18:45:00,18:40:00,18:45:00,YES
146DN,SUK,20:10:00,20:45:00,20:10:00,20:45:00,YES
146DN,ROH,21:00:00,21:20:00,21:00:00,21:20:00,YES
146DN,KHP,21:50:00,22:10:00,21:50:00,21:52:00,NO
146DN,GBT,22:32:00,22:34:00,22:14:00,22:16:00,NO
146DN,RAN,22:44:00,22:46:00,22:26:00,22:28:00,NO
146DN,STJ,22:58:00,23:00:00,22:40:00,22:42:00,NO
146DN,MHR,23:13:00,23:15:00,22:55:00,22:57:00,NO
146DN,BRO,23:44:00,23:46:00,23:26:00,23:28:00,NO
146DN,PDN,00:01:00,00:03:00,23:41:00,23:43:00,NO
146DN,KQO,00:15:00,00:17:00,23:55:00,23:57:00,NO
146DN,NWS,01:10:00,01:15:00,00:50:00,00:55:00,NO
146DN,SDU,02:08:00,02:10:00,01:50:00,01:52:00,NO
146DN,TDM,02:45:00,02:47:00,02:45:00,02:47:00,YES
146DN,HDR,03:28:00,03:33:00,03:28:00,03:33:00,YES
146DN,KOT,03:50:00,04:05:00,03:50:00,04:05:00,YES
146DN,LND,05:45:00,05:47:00,05:45:00,05:47:00,YES
146DN,DID,06:22:00,06:24:00,06:22:00,06:24:00,YES
146DN,KCT,06:50:00,07:00:00,06:50:00,07:00:00,YES
146DN,KYC,07:10:00,07:10:00,07:10:00,,YES
213UP,KOT,,07:00:00,,07:00:00,YES
213UP,SDUT,07:15:00,07:25:00,07:15:00,07:25:00,YES
213UP,CCQ,07:43:00,07:45:00,07:43:00,07:45:00,YES
213UP,AMR,09:09:00,09:11:00,09:09:00,09:11:00,YES
213UP,SWN,10:00:00,10:05:00,10:00:00,10:05:00,YES
213UP,BAN,10:44:00,10:46:00,10:44:00,10:46:00,YES
213UP,DDU,11:25:00,11:35:00,11:25:00,11:35:00,YES
213UP,PHJ,12:00:00,12:02:00,12:00:00,12:02:00,YES
213UP,PRX,12:26:00,12:28:00,12:26:00,12:28:00,YES
213UP,RINR,12:58:00,13:00:00,12:58:00,13:00:00,YES
213UP,BSF,13:25:00,13:27:00,13:25:00,13:27:00,YES
213UP,RDH,13:48:00,13:50:00,13:48:00,13:50:00,YES
213UP,SHS,14:10:00,14:11:00,14:10:00,14:11:00,YES
213UP,BDR,14:32:00,14:34:00,14:32:00,14:34:00,YES
213UP,MNJO,14:52:00,14:54:00,14:52:00,14:54:00,YES
213UP,BKR,15:25:00,15:27:00,15:25:00,15:27:00,YES
213UP,LRK,15:50:00,16:00:00,15:50:00,16:00:00,YES
213UP,SNBT,16:29:00,16:31:00,16:29:00,16:31:00,YES
213UP,MJJ,16:56:00,16:58:00,16:56:00,16:58:00,YES
213UP,RUK,17:27:00,17:29:00,17:27:00,17:29:00,YES
213UP,SUK,19:00:00,19:10:00,19:00:00,19:10:00,YES
213UP,ROH,19:25:00,19:25:00,19:25:00,,YES
214DN,ROH,,06:00:00,,06:00:00,YES
214DN,SUK,06:10:00,06:20:00,06:10:00,06:20:00,YES
214DN,RUK,07:52:00,07:54:00,07:52:00,07:54:00,YES
214DN,MJJ,08:13:00,08:15:00,08:13:00,08:15:00,YES
214DN,SNBT,08:30:00,08:40:00,08:30:00,08:40:00,YES
214DN,LRK,09:10:00,09:20:00,09:10:00,09:20:00,YES
214DN,BKR,09:43:00,09:45:00,09:43:00,09:45:00,YES
214DN,MNJO,10:16:00,10:18:00,10:16:00,10:18:00,YES
214DN,BDR,10:36:00,10:38:00,10:36:00,10:38:00,YES
214DN,SHS,10:59:00,11:00:00,10:59:00,11:00:00,YES
214DN,RDH,11:20:00,11:22:00,11:20:00,11:22:00,YES
214DN,BSF,11:46:00,11:48:00,11:46:00,11:48:00,YES
214DN,RINR,12:10:00,12:12:00,12:10:00,12:12:00,YES
214DN,PRX,12:25:00,12:27:00,12:25:00,12:27:00,YES
214DN,PHJ,12:55:00,12:57:00,12:55:00,12:57:00,YES
214DN,DDU,13:30:00,13:40:00,13:30:00,13:40:00,YES
214DN,BAN,13:58:00,14:00:00,13:58:00,14:00:00,YES
214DN,SWN,14:20:00,14:25:00,14:20:00,14:25:00,YES
214DN,AMR,15:11:00,15:13:00,15:11:00,15:13:00,YES
214DN,CCQ,17:23:00,17:25:00,17:23:00,17:25:00,YES
214DN,SDUT,17:53:00,17:55:00,17:53:00,17:55:00,YES
214DN,KOT,18:15:00,18:15:00,18:15:00,,YES
